index,logits,ee,Prediction,Category,Ligand,Boron_reagent,Substrate,family,fold,set
209.0,-3.4424033164978027,1.5,0.0,0.0,C[C@@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,4,train
197.0,-11.84404182434082,16.5,0.0,0.0,C[C@@]12C=C(c3ccccc3)[C@@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,C/C=C/C(=O)CC,fam4,4,train
662.0,6.912310600280762,95.0,1.0,1.0,CC1=C[C@H]2C(C(=O)Oc3cccc4ccccc34)=C[C@@H]1C[C@@H]2C(C)C,CC1(C)OB(c2ccccc2O)OC1(C)C,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,fam7,4,train
104.0,-1.7276999950408936,5.0,0.0,0.0,CC(C)CC(O)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,4,train
252.0,-0.011708080768585205,4.5,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam6,4,train
15.0,-5.318205833435059,15.0,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccccc1,CN1C(=O)C=CC1=O,fam1,4,train
27.0,-9.251848220825195,1.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,OB(O)c1ccc(-c2ccccc2)cc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,4,train
585.0,-2.3585708141326904,1.5,0.0,0.0,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1OC,OB(O)c1ccccc1,O=C1C=CCCO1,fam5,4,train
396.0,-0.4324949383735657,2.5,0.0,0.0,C1=C(C2CCCCC2)[C@H]2C=C(C3CCCCC3)[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,4,train
620.0,-11.168756484985352,5.0,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/c1cccs1,fam6,4,train
287.0,2.951688528060913,74.0,1.0,1.0,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,O=C/C=C/c1ccccc1,fam6,4,train
100.0,-1.571498155593872,5.5,0.0,0.0,CC(C)CC(O)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam3,4,train
6.0,3.1932320594787598,96.5,1.0,1.0,CO[C@]1(C)C[C@]2(C)C=C(C=C(C)C)[C@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,4,train
294.0,3.509446620941162,98.25,1.0,1.0,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1c(C)cccc1C,COc1ccc(B(O)O)cc1,O=C1C=CCCC1,fam5,4,train
286.0,5.958043575286865,95.5,1.0,1.0,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,COc1ccc(/C=C/C(=O)OC(C)(C)C)cc1,fam6,4,train
4.0,2.9194066524505615,91.0,1.0,1.0,CCCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,4,train
242.0,2.870290517807007,98.5,1.0,1.0,COc1ccc(C2=C[C@H]3C=C[C@]2(C)C[C@@]3(C)OC)cc1OC,OB(O)c1ccccc1,O=C1C=CCCO1,fam5,4,train
271.0,3.3748910427093506,95.5,1.0,1.0,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,COc1ccccc1/C=C/C=O,fam6,4,train
293.0,-0.09197065979242325,13.0,0.0,0.0,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCC1,fam7,4,train
208.0,-2.6482503414154053,1.5,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,4,train
133.0,-8.165556907653809,0.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,Cc1ccccc1B(O)O,O=C1C=CC2(OCCO2)c2ccccc21,fam3,4,train
476.0,5.919085502624512,99.5,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,Cc1ccccc1B(O)O,O=C1C=CC2(OCCO2)c2ccccc21,fam3,4,train
655.0,-3.0331227779388428,3.5,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccc(Cl)cc1,O=C1C=CCCC1,fam5,4,train
126.0,-9.363608360290527,7.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam3,4,train
251.0,1.1749736070632935,95.5,1.0,1.0,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCO1,fam6,4,train
541.0,5.107272148132324,76.0,1.0,1.0,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,4,train
613.0,-5.863450527191162,3.5,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccc(F)cc1,O=C/C=C/c1ccccc1,fam6,4,train
459.0,-2.255411386489868,8.0,0.0,0.0,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccc2ccccc2c1,O=C1C=CC(=O)N1C1CCCCC1,fam1,4,train
399.0,1.7178192138671875,99.13999938964844,1.0,1.0,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,4,train
46.0,-7.00982141494751,1.75,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,4,train
23.0,-5.37106990814209,2.1666667461395264,0.0,0.0,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,COc1ccccc1B(O)O,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,5,test
34.0,-11.695517539978027,25.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,5,test
35.0,-4.012604236602783,11.5,0.0,0.0,Cc1ccc(C2=C[C@]3(C)C(c4ccc(C)cc4)=C[C@H]2C3(C)C)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,5,test
36.0,-11.65578556060791,23.0,0.0,0.0,Cc1ccc(C2=C[C@]3(C)C(c4ccc(C)cc4)=C[C@H]2C3(C)C)cc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,5,test
39.0,-11.501205444335938,22.5,0.0,0.0,CC1(C)[C@@H]2C=C(c3ccc(-c4ccccc4)cc3)[C@@]1(C)C=C2c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,5,test
73.0,-7.359140396118164,1.5,0.0,0.0,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccc(-c2ccccc2)cc1,CC(=O)/C=C/C(C)C,fam8,5,test
120.0,1.7681705951690674,95.0,1.0,1.0,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1cccc2ccccc12,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,test
135.0,-5.624197006225586,0.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,COc1ccc(B(O)O)cc1,O=C1C=CC2(OCCO2)c2ccccc21,fam3,5,test
140.0,-3.6843760013580322,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,COc1ccc(B(O)O)cc1OC,O=C1C=CC2(OCCO2)c2cc3c(cc21)OCO3,fam3,5,test
156.0,-12.295838356018066,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1ccc2ccccc2c1,fam3,5,test
159.0,-3.8623735904693604,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,Cc1ccccc1B(O)O,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,5,test
161.0,-3.7083306312561035,1.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,COc1ccc(B(O)O)cc1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,5,test
173.0,-8.91472053527832,3.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,Cc1ccccc1B(O)O,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,5,test
179.0,-10.204917907714844,1.0,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CCC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,5,test
183.0,-12.037882804870605,2.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CCOC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,5,test
192.0,13.09140682220459,96.0,1.0,1.0,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,C/C=C/C(=O)NCc1ccccc1,fam3,5,test
203.0,-7.756619453430176,0.5,0.0,0.0,C[C@@]12C=C(c3ccccc3)[C@@](C)(C=C1c1ccccc1)CC2,COc1ccc(B(O)O)cc1,O=C1C=CC(=O)N1Cc1ccccc1,fam4,5,test
210.0,-6.891829490661621,4.0,0.0,0.0,C[C@@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,O=C1C=CCO1,fam4,5,test
224.0,-1.82429039478302,2.5,0.0,0.0,CC(C)(O)C1=C[C@@H]2C=C[C@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,5,test
227.0,3.0825390815734863,95.0,1.0,1.0,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccc(C)cc1,OB(O)c1ccccc1,O=C1C=CCO1,fam5,5,test
231.0,-5.40960693359375,0.5,0.0,0.0,C[C@@]12C=C(c3ccccc3)[C@@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam4,5,test
246.0,2.7697250843048096,98.5,1.0,1.0,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,O=C1C=CCC1,fam6,5,test
252.0,0.6475533246994019,4.5,1.0,0.0,CO[C@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam6,5,test
256.0,0.9367145299911499,98.5,1.0,1.0,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,O=C1C=CCCC1,fam6,5,test
291.0,-8.218277931213379,0.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccc(C(F)(F)F)cc1,O=C1C=CCCC1,fam1,5,test
293.0,-2.2236404418945312,13.0,0.0,0.0,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCC1,fam7,5,test
317.0,0.6212363243103027,91.0,1.0,1.0,C1=C(C2CCCCC2)[C@@H]2C=C(C3CCCCC3)[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCC1,fam1,5,test
318.0,-4.0727691650390625,4.0,0.0,0.0,CC(C)CC(O)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,CCCC/C=C/B(O)O,O=C1C=CCCC1,fam3,5,test
325.0,-8.747871398925781,5.0,0.0,0.0,CC1=C[C@@H]2C(C(=O)NCc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,5,test
332.0,-10.76912784576416,3.0,0.0,0.0,CC1=C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,5,test
348.0,-2.7798550128936768,4.25,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cc(C)cc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,test
351.0,1.6238360404968262,98.75,1.0,1.0,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,Cc1ccccc1B(O)O,O=C1C=CCCC1,fam7,5,test
367.0,5.0108466148376465,98.25,1.0,1.0,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,O=[N+]([O-])c1cccc(B(O)O)c1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,5,test
368.0,7.761071681976318,98.75,1.0,1.0,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1cccc(Cl)c1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,5,test
374.0,7.393072128295898,98.25,1.0,1.0,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1cccc2ccccc12,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,5,test
382.0,16.196918487548828,77.5,1.0,1.0,CC1(C)[C@H]2C=C(c3ccc(-c4ccccc4)cc3)[C@]1(C)C=C2c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,5,test
395.0,-1.3175283670425415,2.5,0.0,0.0,CC(C)CC1=C[C@H]2C[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,5,test
399.0,1.4545652866363525,99.13999938964844,1.0,1.0,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,5,test
400.0,1.4034223556518555,97.0,1.0,1.0,COCC1=C[C@@H]2C[C@H](C(C)C)[C@H]1C=C2C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,5,test
409.0,4.946835994720459,94.25,1.0,1.0,CC1(C)[C@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,Cc1ccc(B(O)O)cc1,O=C1C=CCCO1,fam2,5,test
419.0,8.20628833770752,95.0,1.0,1.0,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,CC(=O)/C=C/C1CCCC1,fam8,5,test
428.0,15.57657527923584,91.875,1.0,1.0,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam8,5,test
440.0,4.901415824890137,80.5,1.0,1.0,FC[C@]12C=C(c3ccccc3)[C@](CF)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,5,test
442.0,-2.0391857624053955,4.5,0.0,0.0,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,test
443.0,1.0172696113586426,94.5,1.0,1.0,CC(C)CC(O)(CC(C)C)C1=C[C@H]2C=C[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam3,5,test
448.0,4.521289348602295,95.0,1.0,1.0,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccccc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,5,test
467.0,3.4858925342559814,98.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1,O=C1C=CC2(CC1)OCCO2,fam3,5,test
468.0,4.3751983642578125,98.5,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc(F)cc1,O=C1C=CC2(CC1)OCCO2,fam3,5,test
484.0,12.49222469329834,1.0,1.0,0.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccsc1,O=C1C=CC2(OCCO2)c2ccccc21,fam3,5,test
488.0,19.883113861083984,98.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc(Br)cc1,COC(=O)/C(C#N)=C/c1ccccc1,fam3,5,test
501.0,6.404325485229492,99.5,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,5,test
504.0,5.192060470581055,98.5,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,5,test
514.0,8.807799339294434,99.5,1.0,1.0,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/[Si](C)(C)C(C)(C)C,fam3,5,test
540.0,8.561532974243164,83.5,1.0,1.0,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,C/C=C/C(=O)CC,fam4,5,test
541.0,5.478664398193359,76.0,1.0,1.0,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,5,test
547.0,6.807236671447754,99.5,1.0,1.0,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,COc1ccc2ccccc2c1B(O)O,O=C1C=CC(=O)N1Cc1ccccc1,fam4,5,test
562.0,2.4958035945892334,85.25,1.0,1.0,COC(=O)[C@]12C=C(c3cc(C)cc(C)c3)[C@](C(=O)OC)(C=C1c1cc(C)cc(C)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,5,test
569.0,1.0914522409439087,98.0,1.0,1.0,CC(C)CC(O)(CC(C)C)C1=C[C@H]2C=C[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,5,test
573.0,3.575868606567383,98.5,1.0,1.0,CC(C)(OCOCc1ccccc1)C1=C[C@H]2C=C[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCC1,fam1,5,test
580.0,5.325509548187256,96.77777862548828,1.0,1.0,CC1(C)[C@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam2,5,test
582.0,-2.8785130977630615,3.5,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccccc1,O=C1C=CCCCC1,fam5,5,test
590.0,2.081620454788208,90.0,1.0,1.0,CC1=C[C@H]2C(C(=O)Oc3ccc4ccccc4c3)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,5,test
613.0,-4.978908538818359,3.5,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccc(F)cc1,O=C/C=C/c1ccccc1,fam6,5,test
622.0,-4.7810163497924805,4.0,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1C(F)(F)F,CC(C)(C)OC(=O)/C=C/c1ccccc1,fam6,5,test
629.0,-6.449267387390137,4.5,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,COc1ccc(/C=C/C(=O)OC(C)(C)C)cc1,fam6,5,test
630.0,-1.6743645668029785,26.0,0.0,0.0,C=CCC1=C[C@@]2(C)C[C@](C)(OC)[C@@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,O=C/C=C/c1ccccc1,fam6,5,test
631.0,-4.046736240386963,40.5,0.0,0.0,C=CCC1=C[C@@]2(C)C[C@](C)(OC)[C@@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,CCOC(=O)/C=C/c1ccccc1,fam6,5,test
639.0,1.5203652381896973,99.0999984741211,1.0,1.0,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,COc1ccc(B(O)O)cc1,O=C1C=CCCC1,fam7,5,test
661.0,4.394749164581299,96.0,1.0,1.0,CC(C)CC(O)(CC(C)C)C1=C[C@H]2C=C[C@@H]1CC2,CCCC/C=C/B(O)O,O=C1C=CCCC1,fam3,5,test
512.0,3.362732172012329,4.0,1.0,0.0,COC(=O)c1ccc(C2=C[C@@H]3CC[C@H]2C=C3c2ccc(C(=O)OC)cc2)cc1,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,5,train
447.0,2.205800771713257,95.0,1.0,1.0,CC(C)CC(O)(CC(C)C)C1=C[C@H]2C=C[C@@H]1CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,5,train
262.0,-1.0399609804153442,91.5,0.0,1.0,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2CC(C)C,COc1ccc(B(O)O)cc1,O=C/C=C/c1ccccc1,fam6,5,train
623.0,-6.493772506713867,4.0,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/c1ccccc1,fam6,5,train
347.0,-2.4033076763153076,9.0,0.0,0.0,CCCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,5,train
538.0,-12.117278099060059,10.0,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COc1ccc(/C=C/C(=O)N(C)OC)cc1,fam3,5,train
548.0,7.914874076843262,99.0,1.0,1.0,COc1ccc(C2=C[C@]3(C)CC[C@@]2(C)C=C3c2ccc(OC)cc2)cc1,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam4,5,train
589.0,-3.154014825820923,1.5,0.0,0.0,C=CCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2CC(C)C,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,O=C1C=CCC1,fam6,5,train
568.0,3.0861358642578125,94.0,1.0,1.0,CC(C)(OCOCc1ccccc1)C1=C[C@H]2C=C[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,5,train
212.0,-1.3444325923919678,1.0,0.0,0.0,CC(C)(O)C1=C[C@@H]2C=C[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,5,train
116.0,1.5012356042861938,92.0,1.0,1.0,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccc2ccccc2c1,O=C1C=CC(=O)N1C1CCCCC1,fam1,5,train
378.0,6.712857723236084,88.5,1.0,1.0,Cc1ccc(C2=C[C@@]3(C)C(c4ccc(C)cc4)=C[C@@H]2C3(C)C)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,5,train
543.0,10.442684173583984,99.0,1.0,1.0,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam4,5,train
549.0,5.466459274291992,98.0,1.0,1.0,C[C@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam4,5,train
94.0,-5.835888385772705,11.0,0.0,0.0,COc1ccc(C2=C[C@H]3CC[C@@H]2C=C3c2ccc(OC)cc2)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam3,5,train
585.0,-2.0787057876586914,1.5,0.0,0.0,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1OC,OB(O)c1ccccc1,O=C1C=CCCO1,fam5,5,train
465.0,-2.5875813961029053,30.5,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2Cc1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,train
316.0,-6.104214668273926,2.0,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,c1ccc2cc(B3OB(c4ccc5ccccc5c4)OB(c4ccc5ccccc5c4)O3)ccc2c1,O=C1C=CCCC1,fam1,5,train
118.0,-5.335213661193848,0.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam3,5,train
341.0,-5.719139099121094,15.0,0.0,0.0,CC1=C[C@@H]2C(C(=O)N3CCOCC3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,5,train
422.0,8.240022659301758,99.69999694824219,1.0,1.0,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccc(C(F)(F)F)cc1,CC(=O)/C=C/C1CCCC1,fam8,5,train
