index,ee,Prediction,Ligand,Boron_reagent,Substrate,family,fold,set,error
459.0,8.0,6.914567947387695,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccc2ccccc2c1,O=C1C=CC(=O)N1C1CCCCC1,fam1,5,train,1.0854320526123047
51.0,97.5,97.69889068603516,C=CCC1=C[C@@H]2C[C@H]1C=C2CC=C,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,5,train,-0.19889068603515625
298.0,2.5,1.7712482213974,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,COc1ccc(B2OB(c3ccc(OC)cc3)OB(c3ccc(OC)cc3)O2)cc1,O=C1C=CCCC1,fam1,5,train,0.7287517786026001
253.0,1.0,3.9921157360076904,CO[C@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam6,5,train,-2.9921157360076904
550.0,97.5,93.87622833251953,C[C@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,C/C=C/C(=O)CC,fam4,5,train,3.6237716674804688
198.0,24.0,13.27692985534668,C[C@@]12C=C(c3ccccc3)[C@@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,5,train,10.72307014465332
489.0,99.5,96.48836517333984,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1ccccc1OC,fam3,5,train,3.0116348266601562
320.0,98.0,86.07791900634766,CC1=C[C@@H]2C(C(=O)Oc3ccc4ccccc4c3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,C/C=C/C(=O)CC,fam7,5,train,11.922080993652344
587.0,7.0,10.099350929260254,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1OC,OB(O)c1cccc2ccccc12,O=C1C=CCCO1,fam5,5,train,-3.099350929260254
146.0,0.5,2.0371031761169434,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1ccccc1OC,fam3,5,train,-1.5371031761169434
545.0,99.5,102.35810089111328,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1C(F)(F)F,O=C1C=CC(=O)N1Cc1ccccc1,fam4,5,train,-2.8581008911132812
331.0,6.5,4.53394889831543,CC1=C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCCC/C=C/c1ccc([N+](=O)[O-])c(C)c1,fam7,5,train,1.9660511016845703
344.0,97.66666412353516,101.11837768554688,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,5,train,-3.4517135620117188
19.0,11.5,17.380794525146484,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,CCOC(=O)/C=C/C(=O)OCC,fam2,5,train,-5.880794525146484
449.0,95.5,96.81114959716797,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1B(O)O,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,5,train,-1.3111495971679688
326.0,4.5,3.845003128051758,CC1=C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCCC/C=C/c1ccc([N+](=O)[O-])cn1,fam7,5,train,0.6549968719482422
264.0,94.5,98.93111419677734,CC(C)CC1=C[C@@H]2C[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCC1,fam1,5,train,-4.431114196777344
266.0,96.5,95.9986801147461,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C/C=C/c1ccco1,fam6,5,train,0.5013198852539062
451.0,95.0,96.69095611572266,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccc(F)cc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,5,train,-1.6909561157226562
3.0,97.5,98.86597442626953,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,5,train,-1.3659744262695312
521.0,98.5,98.77375793457031,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/[Si](c1ccccc1)(c1ccccc1)c1ccccc1,fam3,5,train,-0.2737579345703125
567.0,97.5,100.0326919555664,CC(C)(O)C1=C[C@H]2C=C[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,5,train,-2.5326919555664062
181.0,4.199999809265137,1.4260224103927612,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,CC(C)=C1CCC=CC1=O,C[Si](C)(/C=C/C(=O)c1ccccc1)c1ccccc1,fam3,5,train,2.7739773988723755
188.0,93.5,92.77117156982422,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1,C/C=C/C(=O)N(C)OC,fam3,5,train,0.7288284301757812
656.0,98.5,101.67710876464844,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,Cc1cc(C)cc(B(O)O)c1,O=C1C=CCCC1,fam7,5,train,-3.1771087646484375
232.0,1.0,1.2241772413253784,C[C@@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam4,5,train,-0.22417724132537842
160.0,2.0,2.6830997467041016,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1cccc(Cl)c1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,5,train,-0.6830997467041016
602.0,1.0,5.141411304473877,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccc(C(F)(F)F)cc1,O=C1C=CCCC1,fam5,5,train,-4.141411304473877
167.0,15.5,9.925682067871094,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CC(=O)N1Cc1ccccc1,fam3,5,train,5.574317932128906
11.0,2.5,4.238540172576904,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam1,5,train,-1.7385401725769043
396.0,2.5,6.053153038024902,C1=C(C2CCCCC2)[C@H]2C=C(C3CCCCC3)[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,5,train,-3.5531530380249023
296.0,0.8999999761581421,1.532246708869934,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,COc1ccc(B(O)O)cc1,O=C1C=CCCC1,fam7,5,train,-0.632246732711792
517.0,97.5,100.0442886352539,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1cccc(Cl)c1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,5,train,-2.5442886352539062
107.0,7.0,4.338418006896973,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,5,train,2.6615819931030273
583.0,7.5,3.0814261436462402,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccccc1,O=C1C=CCO1,fam5,5,train,4.41857385635376
386.0,1.5,4.220483303070068,C=CCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1F,O=C1C=CCCC1,fam6,5,train,-2.7204833030700684
271.0,95.5,96.8855209350586,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,COc1ccccc1/C=C/C=O,fam6,5,train,-1.3855209350585938
302.0,2.0,3.8767919540405273,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,O=C1C=CCCC1,fam1,5,train,-1.8767919540405273
679.0,96.5,102.1112289428711,CC1=C[C@H]2C(C(=O)N[C@H]3CCCC[C@@H]3n3c(C)ccc3C)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccc2ccccc2c1,C(=C/c1nc2ccccc2o1)\c1ccccc1,fam7,5,train,-5.611228942871094
170.0,91.5,89.62421417236328,COc1cc(C2=C[C@H]3CC[C@@H]2C=C3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,5,train,1.8757858276367188
22.0,1.6666666269302368,1.972176194190979,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1C(F)(F)F,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,5,train,-0.3055095672607422
16.0,2.0,1.9425634145736694,CC(C)CC(O)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,Cc1ccccc1B(O)O,O=C1C=CCCC1,fam3,5,train,0.057436585426330566
403.0,98.0,96.17684936523438,CC1(C)[C@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,5,train,1.823150634765625
592.0,5.5,3.594442367553711,C=CCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2CC(C)C,OB(O)/C=C/c1ccccc1,C/C=C/C(C)=O,fam6,5,train,1.905557632446289
236.0,93.5,94.8508529663086,COc1ccc(C2=C[C@H]3C=C[C@]2(C)C[C@@]3(C)OC)cc1,OB(O)c1ccccc1,O=C1C=CCO1,fam5,5,train,-1.3508529663085938
469.0,92.5,96.1288833618164,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam3,5,train,-3.6288833618164062
12.0,5.0,2.9965980052948,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccccc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,5,train,2.0034019947052
350.0,6.0,7.838077068328857,CO[C@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,5,train,-1.8380770683288574
593.0,6.0,17.8618221282959,C=CCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,C/C=C/C(=O)OC,fam6,5,train,-11.861822128295898
377.0,75.0,82.6849594116211,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,5,train,-7.684959411621094
92.0,24.0,18.740501403808594,CC1(C)[C@@H]2C=C(c3ccc(Cl)cc3)[C@@]1(C)C=C2c1ccc(Cl)cc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,5,train,5.259498596191406
636.0,87.0,102.45401000976562,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCC1,fam7,5,train,-15.454010009765625
430.0,89.0,96.71709442138672,Cc1ccccc1C1=C[C@@H]2CC[C@H]1C=C2c1ccccc1C,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam3,5,train,-7.717094421386719
575.0,99.0,108.2826156616211,C[C@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam4,5,train,-9.282615661621094
494.0,98.0,103.03093719482422,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc(Br)cc1,COC(=O)/C(C#N)=C/c1ccc(Cl)cc1,fam3,5,train,-5.030937194824219
356.0,94.5,100.92545318603516,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCO1,fam1,5,train,-6.425453186035156
542.0,99.0,105.20806121826172,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,O=C1C=CCO1,fam4,5,train,-6.208061218261719
483.0,99.0,107.03799438476562,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1OC,O=C1C=CC2(OCCO2)c2cc3c(cc21)OCO3,fam3,5,train,-8.037994384765625
90.0,96.5,105.22256469726562,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccccc1C=O,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,train,-8.722564697265625
191.0,92.5,100.57398223876953,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,C/C=C/C(=O)n1cccc1,fam3,5,train,-8.073982238769531
618.0,4.5,3.625666856765747,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/c1ccco1,fam6,5,train,0.8743331432342529
206.0,2.0,1.7586227655410767,C[C@@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam4,5,train,0.24137723445892334
66.0,5.75,6.302640914916992,CC1(C)[C@@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,Cc1ccc(B(O)O)cc1,O=C1C=CCCO1,fam2,5,train,-0.5526409149169922
24.0,1.75,3.080932140350342,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,O=[N+]([O-])c1cccc(B(O)O)c1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,5,train,-1.3309321403503418
380.0,89.0,98.3309097290039,CC(C)(C)c1ccc(C2=C[C@@]3(C)C(c4ccc(C(C)(C)C)cc4)=C[C@@H]2C3(C)C)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,5,train,-9.330909729003906
436.0,2.4000000953674316,6.212713718414307,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1ccc(C)cc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,train,-3.812713623046875
594.0,4.5,9.51811408996582,C=CCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCO1,fam6,5,train,-5.01811408996582
111.0,93.5,84.53723907470703,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccccc1,O=C1C=CC(=O)N1C1CCCCC1,fam1,5,train,8.962760925292969
270.0,96.5,100.83275604248047,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1ccc(F)cc1,O=C/C=C/c1ccccc1,fam6,5,train,-4.332756042480469
518.0,97.5,104.86070251464844,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccc(C(F)(F)F)cc1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,5,train,-7.3607025146484375
426.0,99.5,107.1656265258789,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/c1ccccc1,fam8,5,train,-7.665626525878906
434.0,94.0,100.3906478881836,CC1(C)[C@H]2C=C(c3ccc(Cl)cc3)[C@]1(C)C=C2c1ccc(Cl)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,5,train,-6.390647888183594
213.0,16.5,17.295957565307617,OC[C@@]12C=C(c3ccccc3)[C@@](CO)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,5,train,-0.7959575653076172
328.0,2.5,2.054354190826416,CC1=C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,Cc1ccc(O)c(B2OC(C)(C)C(C)(C)O2)c1,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,fam7,5,train,0.445645809173584
84.0,2.0,2.0472874641418457,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,CC(C)(C)OC(=O)/C=C/c1ccc(Cl)c(Cl)c1,fam8,5,train,-0.0472874641418457
301.0,3.5,2.0667545795440674,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,Clc1cccc(B2OB(c3cccc(Cl)c3)OB(c3cccc(Cl)c3)O2)c1,O=C1C=CCCC1,fam1,5,train,1.4332454204559326
564.0,86.0,90.92049407958984,COC(=O)[C@]12C=C(c3cc(OC)c(OC)c(OC)c3)[C@](C(=O)OC)(C=C1c1cc(OC)c(OC)c(OC)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,5,train,-4.920494079589844
178.0,1.5,2.722506284713745,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/[Si](c1ccccc1)(c1ccccc1)c1ccccc1,fam3,5,train,-1.2225062847137451
257.0,3.0,10.471324920654297,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCC1,fam6,5,train,-7.471324920654297
322.0,0.30000001192092896,3.432732105255127,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,CCCCC/C=C/B(O)O,O=C1C=CCCC1,fam7,5,train,-3.132732093334198
52.0,97.5,102.97420501708984,CC(C)CC1=C[C@@H]2C[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,5,train,-5.474205017089844
530.0,5.5,4.074555397033691,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,Cc1ccc(B(O)O)cc1,C/C=C/C(=O)N(C)OC,fam3,5,train,1.4254446029663086
57.0,3.0,2.110015392303467,COCC1=C[C@H]2C[C@H](C(C)C)[C@@H]1C=C2C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,5,train,0.8899846076965332
578.0,95.5,104.08651733398438,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam2,5,train,-8.586517333984375
95.0,95.5,106.17158508300781,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccc(C(C)(C)C)cc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,train,-10.671585083007812
411.0,95.5,99.72653198242188,CC1(C)[C@H]2C=C(c3ccc(F)cc3)[C@]1(C)C=C2c1ccc(F)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,5,train,-4.226531982421875
360.0,96.5,98.88485717773438,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,5,train,-2.384857177734375
269.0,96.0,99.82673645019531,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,COc1ccc(B(O)O)cc1,O=C/C=C/c1ccccc1,fam6,5,train,-3.8267364501953125
391.0,97.0,102.2354736328125,FC(F)(F)c1ccc(C2=C[C@@H]3CC[C@H]2C=C3c2ccc(C(F)(F)F)cc2)cc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,5,train,-5.2354736328125
557.0,78.5,93.57769012451172,COC[C@]12C=C(c3ccccc3)[C@](COC)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,5,train,-15.077690124511719
233.0,3.0,2.104886531829834,CC(C)(OCOCc1ccccc1)C1=C[C@@H]2C=C[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCCC1,fam1,5,train,0.895113468170166
110.0,92.5,88.49513244628906,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccccc1,CN1C(=O)C=CC1=O,fam1,5,train,4.0048675537109375
352.0,97.75,101.56864166259766,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam1,5,train,-3.8186416625976562
205.0,1.0,2.2848706245422363,COc1ccc(C2=C[C@@]3(C)CC[C@]2(C)C=C3c2ccc(OC)cc2)cc1,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam4,5,train,-1.2848706245422363
548.0,99.0,103.45677185058594,COc1ccc(C2=C[C@]3(C)CC[C@@]2(C)C=C3c2ccc(OC)cc2)cc1,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam4,5,train,-4.4567718505859375
165.0,0.5,3.105398178100586,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COCC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,5,train,-2.605398178100586
470.0,96.0,104.09762573242188,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCCC1,fam3,5,train,-8.097625732421875
194.0,93.0,98.72804260253906,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CON(C)C(=O)/C=C/C(C)C,fam3,5,train,-5.7280426025390625
250.0,94.0,86.02020263671875,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,C/C=C/C(=O)OC,fam6,5,train,7.97979736328125
185.0,4.0,9.216668128967285,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,5,train,-5.216668128967285
671.0,97.5,102.71269226074219,CC1=C[C@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@@H]1C[C@@H]2C(C)C,Cc1ccc(O)c(B2OC(C)(C)C(C)(C)O2)c1,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,fam7,5,train,-5.2126922607421875
86.0,95.0,104.02693176269531,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,5,train,-9.026931762695312
523.0,93.0,95.25355529785156,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam3,5,train,-2.2535552978515625
309.0,97.0,89.91112518310547,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCC/C=C/C(=O)c1ccccc1,fam7,5,train,7.088874816894531
289.0,95.5,87.5674819946289,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,O=C(/C=C/c1ccccc1)OCc1ccccc1,fam6,5,train,7.932518005371094
4.0,91.0,102.19470977783203,CCCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,5,train,-11.194709777832031
113.0,91.0,82.54061889648438,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1cccc(Cl)c1,O=C1C=CC(=O)N1C1CCCCC1,fam1,5,train,8.459381103515625
544.0,97.5,101.49337005615234,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,O=C1C=CC(=O)N1Cc1ccccc1,fam4,5,train,-3.9933700561523438
586.0,14.5,8.587169647216797,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1OC,COc1ccc(B(O)O)cc1,O=C1C=CCCO1,fam5,5,train,5.912830352783203
149.0,1.75,1.9427767992019653,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,Cc1ccccc1B(O)O,COC(=O)/C(C#N)=C/c1ccc(OC)cc1,fam3,5,train,-0.19277679920196533
349.0,3.5,8.620851516723633,CO[C@]1(C)C[C@@]2(C)C=C(C=C(C)C)[C@@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,5,train,-5.120851516723633
477.0,99.5,106.84537506103516,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1cccc(Cl)c1,O=C1C=CC2(OCCO2)c2ccccc21,fam3,5,train,-7.345375061035156
18.0,33.0,14.599716186523438,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,COC(=O)/C=C/C(=O)OC,fam2,5,train,18.400283813476562
26.0,2.0,2.9985170364379883,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,CC(C)(C)c1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,5,train,-0.9985170364379883
607.0,5.5,2.7472760677337646,CC(C)CC1=C[C@H]2C[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCC1,fam1,5,train,2.7527239322662354
406.0,97.5,105.2835464477539,CC1(C)[C@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,O=C1C=CCCCC1,fam2,5,train,-7.783546447753906
79.0,0.30000001192092896,1.6219511032104492,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccc(C(F)(F)F)cc1,CC(=O)/C=C/C1CCCC1,fam8,5,train,-1.3219510912895203
