index,%top,Ligand,ER1,ER2,ER3,ER4,ER5,ER6,ER7,EZ,LMW,LVR1,LVR1+4,LVR1+4/3+6,LVR2,LVR3,LVR3+6,LVR4,LVR5,LVR6,LVR7,LVWhole,RS,Rh source,SStoutR1,SStoutR2,SStoutR3,SStoutR4,Type,VB,boron reagent,equivs boron reagent,ligand,mol% Rh,mol% ligand,solvent,substrate,temp,time,yield,Original,Confg,ligand_num
360,96.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,28.08309257,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.10,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1.0,91.0,0,0,10
361,67.0,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,17.93806496,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.10,2.5,6.0,MeOH/CH2Cl2,COC(/C=C/C(OC)=O)=O,60,1.0,89.0,0,0,10
362,88.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,17.77754503,0.0,17.77754503,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.10,2.5,6.0,MeOH/CH2Cl2,CCOC(/C=C/C(OCC)=O)=O,60,1.0,99.0,0,0,10
363,98.725,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.10,0.5,1.2,MeOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,92.0,0,0,10
364,98.166666667,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,151.9199836,CC1=C(B(O)O)C=CC=C1,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
365,98.333333333,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,170.1226604,OB(C1=C(C(F)(F)F)C=CC=C1)O,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,85.0,0,0,10
366,97.833333333,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,160.7102105,COC1=C(B(O)O)C=CC=C1,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
367,98.25,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,160.5647539,OB(C1=CC([N+]([O-])=O)=CC=C1)O,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
368,98.75,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,149.8350664,ClC1=CC=CC(B(O)O)=C1,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
369,98.0,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,203.8079392,CC(C)(C)C1=CC=C(B(O)O)C=C1,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
370,99.0,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,207.2340739,OB(C1=CC=C(C2=CC=CC=C2)C=C1)O,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
371,99.0,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,175.3697368,CC(C1=CC=C(B(O)O)C=C1)=O,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
372,99.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,140.6915573,FC1=CC=C(B(O)O)C=C1,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
373,98.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,146.7591162,FC1=CC=CC(F)=C1B(O)O,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,77.0,0,0,10
374,98.25,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,26.42553764,0.0,Lam,175.2785624,OB(C1=C2C(C=CC=C2)=CC=C1)O,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,99.0,0,0,10
375,99.0,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,26.42553764,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.10,2.5,6.0,MeOH/CH2Cl2,O=C(/C=C\C(OC(C)(C)C)=O)OC(C)(C)C,60,1.0,83.0,0,0,10
376,97.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,26.42553764,0.0,23.95337594,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC1=C(C)C=CC=C1C)=O)OC(C)(C)C,60,1.0,74.0,0,0,10
377,75.0,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,0.0,-0.17,-0.01,0.0,0.0,-0.01,-0.17,,286.1721507,0.0,,,21.5742147,76.88830503,,0.0,0.0,76.88830503,54.84795567,296.7506265,1.0,[Rh(C2H4)2Cl]2,15.10949251,0.0,18.83685805,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.10,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23.0,67.0,0,0,10
378,88.5,C[C@@]12C=C([C@H](C=C2C3=CC=C(C=C3)C)C1(C)C)C4=CC=C(C=C4)C,0.0,-0.17,-0.03,0.0,0.0,-0.03,-0.17,,314.2034508,0.0,,,21.5742147,94.18429025,,0.0,0.0,94.18429025,54.84795567,331.3425969,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,28.08309257,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.11,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1.0,90.0,0,0,11
379,77.0,C[C@@]12C=C([C@H](C=C2C3=CC=C(C=C3)C)C1(C)C)C4=CC=C(C=C4)C,0.0,-0.17,-0.03,0.0,0.0,-0.03,-0.17,,314.2034508,0.0,,,21.5742147,94.18429025,,0.0,0.0,94.18429025,54.84795567,331.3425969,1.0,[Rh(C2H4)2Cl]2,15.10949251,0.0,18.83685805,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.11,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23.0,85.0,0,0,11
380,89.0,C[C@@]12C=C([C@H](C=C2C3=CC=C(C=C3)C(C)(C)C)C1(C)C)C4=CC=C(C=C4)C(C)(C)C,0.0,-0.17,-0.03,0.0,0.0,-0.03,-0.17,,398.2973512,0.0,,,21.5742147,146.0722459,,0.0,0.0,146.0722459,54.84795567,435.1185083,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,28.08309257,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.12,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1.0,72.0,0,0,12
381,91.5,C[C@@]12C=C([C@H](C=C2C3=CC=C(C=C3)C4=CC=CC=C4)C1(C)C)C5=CC=C(C=C5)C6=CC=CC=C6,0.0,-0.17,0.0,0.0,0.0,0.0,-0.17,,438.234751,0.0,,,21.5742147,149.4983806,,0.0,0.0,149.4983806,54.84795567,441.9707776,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,28.08309257,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.13,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1.0,100.0,0,0,13
382,77.5,C[C@@]12C=C([C@H](C=C2C3=CC=C(C=C3)C4=CC=CC=C4)C1(C)C)C5=CC=C(C=C5)C6=CC=CC=C6,0.0,-0.17,0.0,0.0,0.0,0.0,-0.17,,438.234751,0.0,,,21.5742147,149.4983806,,0.0,0.0,149.4983806,54.84795567,441.9707776,1.0,[Rh(C2H4)2Cl]2,15.10949251,0.0,18.83685805,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.13,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23.0,56.0,0,0,13
383,96.833333333,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2.0,L3.14,0.25,0.6,EtOH,O=C1C=CCCC1,30,1.0,99.0,0,0,14
384,98.0,CC1=C[C@H]2C(C(OC3=C(C(C)C)C=CC=C3C(C)C)=O)=C[C@@H]1C[C@@H]2C(C)C,0.0,0.0,0.44,0.0,0.0,-0.17,-0.15,,366.2558803,0.0,,,0.0,212.9041965,,0.0,0.0,21.5742147,84.57992612,390.9484129,0.5,[Rh(ligand)Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,239.1895854,OB(O)C1=C(C=CC2=CC=CC=C2)C=CC=C1,2.0,L3.79,2.5,3.0,dioxane,O=C1C=CCCC1,70,4.0,92.0,0,0,15
385,96.0,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,160.7102105,OB(O)C1=CC=CC=C1OC,2.0,L3.14,1.5,3.6,EtOH,O=C1C=CCCC1,30,1.0,95.0,0,0,14
386,1.5,C=CCC1=C[C@@]2(C)C(CC(C)C)=C[C@@H]1[C@](C)(OC)C2,0.0,0.0,0.07,0.0,-0.17,-0.12,-0.27,,246.1983655,0.0,,,0.0,36.23374097,,0.0,21.5742147,73.46217037,76.07416785,274.95614,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,140.6915573,FC1=CC=CC=C1B(O)O,2.0,L3.63,1.5,3.3,dioxane,O=C1C=CCCC1,50,1.0,94.0,0,0,3
387,98.0,CC1=C[C@H]2C(C(O)(C)C)=C[C@@H]1C[C@@H]2C(C)C,0.0,0.0,0.0,0.0,0.0,-0.17,-0.15,,220.1827154,0.0,,,0.0,64.9564121,,0.0,0.0,21.5742147,84.57992612,243.0006285,0.5,PI/CB Rh/Ag 9,22.51198396,19.43509996,0.0,0.0,Lam,149.8350664,ClC1=CC=CC=C1B(O)O,1.5,L3.74,0.75,1.0,toluene,O=C1C=CCCC1,100,9.0,99.0,0,0,8
388,2.5,CC(C=CC=C1C)=C1C2=C[C@@H]3C=C[C@@]2(C)C[C@]3(OC)C,0.0,0.0,0.0,0.0,-0.17,0.0,-0.27,,268.1827154,0.0,,,0.0,0.0,,111.4802755,21.5742147,0.0,76.07416785,281.0187336,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,160.5647539,OB(O)C1=CC=CC([N+]([O-])=O)=C1,2.0,L3.52,1.0,2.2,DCM,O=C1C=CCCC1,25,1.0,93.0,0,0,16
389,98.25,C1(C2=CC=CC=C2)=C[C@H]3C(C4=CC=CC=C4)=C[C@@H]1CC3,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,,258.1408506,0.0,,,0.0,76.88830503,,0.0,0.0,76.88830503,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.20,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,97.0,0,0,17
390,91.5,CC1=C(C2=C[C@H]3C(C4=C(C=CC=C4)C)=C[C@@H]2CC3)C=CC=C1,0.0,0.0,-0.03,0.0,0.0,-0.03,0.0,,286.1721507,0.0,,,0.0,94.18429025,,0.0,0.0,94.18429025,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.158,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,97.0,0,0,18
391,97.0,FC(F)(C1=CC=C(C2=C[C@H]3C(C4=CC=C(C=C4)C(F)(F)F)=C[C@@H]2CC3)C=C1)F,0.0,0.0,-0.09,0.0,0.0,-0.09,0.0,,394.1156198,0.0,,,0.0,112.3869671,,0.0,0.0,112.3869671,32.69197045,329.3559802,1.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.159,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,96.0,0,0,19
392,97.5,COC1=CC=C(C2=C[C@H]3C(C4=CC=C(C=C4)OC)=C[C@@H]2CC3)C=C1,0.0,0.0,-0.08,0.0,0.0,-0.08,0.0,,318.1619799,0.0,,,0.0,102.9745172,,0.0,0.0,102.9745172,32.69197045,310.5310804,1.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.160,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,99.0,0,0,20
393,90.5,CC1=CC(C)=CC(C2=C[C@H]3C(C4=CC(C)=CC(C)=C4)=C[C@@H]2CC3)=C1,0.0,0.0,-0.09,0.0,0.0,-0.09,0.0,,314.2034508,0.0,,,0.0,111.4802755,,0.0,0.0,111.4802755,32.69197045,327.5425969,1.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.161,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,99.0,0,0,21
394,2.5,C=CCC1=C[C@@H]2C(CC=C)=C[C@H]1C2,-0.16,0.0,0.0,-0.16,0.0,0.0,0.0,,144.0939004,36.23374097,,,0.0,0.0,,36.23374097,0.0,0.0,20.25598522,163.5535427,0.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.6,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,4.5,72.0,0,1,22
395,2.5,CC(CC1=C[C@@H]2C(CC(C)C)=C[C@H]1C2)C,-0.12,0.0,0.0,-0.12,0.0,0.0,0.0,,204.1878008,73.46217037,,,0.0,0.0,,73.46217037,0.0,0.0,20.25598522,238.0104015,0.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.7,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,5.0,80.0,0,1,23
396,2.5,C1(C2CCCCC2)=C[C@@H]3C(C4CCCCC4)=C[C@H]1C3,-0.15,0.0,0.0,-0.15,0.0,0.0,0.0,,256.2191009,95.69768187,,,0.0,0.0,,95.69768187,0.0,0.0,20.25598522,282.4814245,0.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.8,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,16.0,94.0,0,1,24
397,2.0,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1C3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,,272.1565006,94.18429025,,,0.0,0.0,,94.18429025,0.0,0.0,20.25598522,279.4546413,0.0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,2.0,L3.9,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.5,95.0,0,1,25
398,97.5,OCC1=C[C@H]2C(C)=C[C@@H]1[C@H](C2)C(C)C,0.0,0.0,0.0,0.0,0.0,-0.17,-0.15,,192.1514153,0.0,,,0.0,30.36444165,,0.0,0.0,21.5742147,84.57992612,208.408658,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.73,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,96.0,0,0,26
399,99.14,CC1=C[C@H]2C(C(O)(C)C)=C[C@@H]1C[C@@H]2C(C)C,0.0,0.0,0.0,0.0,0.0,-0.17,-0.15,,220.1827154,0.0,,,0.0,64.9564121,,0.0,0.0,21.5742147,84.57992612,243.0006285,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.74,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,90.0,0,0,8
400,97.0,CC1=C[C@H]2C(COC)=C[C@@H]1C[C@@H]2C(C)C,0.0,0.0,0.01,0.0,0.0,-0.17,-0.15,,206.1670653,0.0,,,0.0,47.66042687,,0.0,0.0,21.5742147,84.57992612,225.7046432,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.75,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,88.0,0,0,27
401,99.6,CC1=C[C@H]2C(C(C)(C)OC)=C[C@@H]1C[C@@H]2C(C)C,0.0,0.0,0.0,0.0,0.0,-0.17,-0.15,,234.1983655,0.0,,,0.0,82.25239732,,0.0,0.0,21.5742147,84.57992612,260.2966137,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.76,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.0,90.0,0,0,28
402,93.25,CC1=C[C@H]2C(C(OC)=O)=C[C@@H]1C[C@@H]2C(C)C,0.0,0.0,0.45,0.0,0.0,-0.17,-0.15,,220.1463299,0.0,,,0.0,53.81419488,,0.0,0.0,21.5742147,84.57992612,231.8584112,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0.0,0.0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.77,1.5,3.3,dioxane/water ,O=C1CCCC=C1,20,3.0,93.0,0,0,29
403,98.0,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,28.08309257,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,2.0,89.0,0,0,14
404,98.0,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,28.08309257,0.0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2.0,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,2.0,89.0,0,0,14
405,96.5,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,28.08309257,0.0,Lam,160.7102105,OB(C1=CC=C(OC)C=C1)O,2.0,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,8.0,99.0,0,0,14
406,97.5,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.14,0.25,0.6,EtOH,O=C1C=CCCCC1,30,1.5,100.0,0,0,14
407,94.5,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0.0,0.0,Lam,151.9199836,CC1=CC=C(B(O)O)C=C1,2.0,L3.14,0.25,0.6,EtOH,O=C1C=CCCCC1,30,1.5,100.0,0,0,14
408,98.0,C[C@@]1(C=C([C@@H]2C=C1C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)[N+]([O-])=O)C2(C)C,0.0,-0.17,0.26,0.0,0.0,0.26,-0.17,,376.1423071,0.0,,,21.5742147,102.8290606,,0.0,0.0,102.8290606,54.84795567,348.6321376,1.0,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.14,0.25,0.6,EtOH,O=C1C=CCCO1,30,2.0,43.0,0,0,14
