,%top,Ligand,ER1,ER2,ER3,ER4,ER5,ER6,ER7,EZ,LMW,LVR1,LVR1+4,LVR1+4/3+6,LVR2,LVR3,LVR3+6,LVR4,LVR5,LVR6,LVR7,LVWhole,RS,Rh source,SStoutR1,SStoutR2,SStoutR3,SStoutR4,Type,VB,boron reagent,equivs boron reagent,ligand,mol% Rh,mol% ligand,solvent,substrate,temp,time,yield,Original,Confg
323,6.5,O=C(N(C(C)C)C(C)C)C1=C[C@@H]2C(C)=C[C@H]1[C@@H](C(C)C)C2,0.36,0,0,-0.17,0,0,-0.15,1,289.2405646,142.5006546,164.0748693,164.0748693,0,0,0,21.5742147,0,0,84.57992612,320.544871,0.5,[Rh(C2H4)2Cl]2,17.13817676,0,18.58004591,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.82,2.5,6,dioxane/H2O,O=[N+](C1=CC=C(/C=C/CCC2=CC=CC=C2)C=C1)[O-],80,0.5,84,1,1
324,2.5,O=C(NC1CCCCC1)C2=C[C@@H]3C(C)=C[C@H]2[C@@H](C(C)C)C3,0.36,0,0,-0.17,0,0,-0.15,1,287.2249145,130.1441957,151.7184104,151.7184104,0,0,0,21.5742147,0,0,84.57992612,308.1884121,0.5,[Rh(C2H4)2Cl]2,17.13817676,0,18.58004591,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.83,2.5,6,dioxane/H2O,O=[N+](C1=CC=C(/C=C/CCC2=CC=CC=C2)C=C1)[O-],80,0.5,24,1,1
325,5,O=C(NCC1=CC=CC=C1)C2=C[C@@H]3C(C)=C[C@H]2[C@@H](C(C)C)C3,0.36,0,0,-0.17,0,0,-0.15,1,295.1936144,128.6308041,150.2050188,150.2050188,0,0,0,21.5742147,0,0,84.57992612,306.6750204,0.5,[Rh(C2H4)2Cl]2,17.13817676,0,18.58004591,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.84,2.5,6,dioxane/H2O,O=[N+](C1=CC=C(/C=C/CCC2=CC=CC=C2)C=C1)[O-],80,0.5,44,1,1
326,4.5,O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,385.2405646,218.5368649,240.1110795,240.1110795,0,0,0,21.5742147,0,0,84.57992612,396.5810812,0.5,[Rh(C2H4)2Cl]2,16.08830599,0,18.36554259,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.85,2.5,6,dioxane/H2O,CCCC/C=C/C1=NC=C([N+]([O-])=O)C=C1,80,0.5,91,1,1
327,2.5,O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,385.2405646,218.5368649,240.1110795,240.1110795,0,0,0,21.5742147,0,0,84.57992612,396.5810812,0.5,[Rh(C2H4)2Cl]2,20.21646842,0,18.72206172,0,Lam,234.8336777,CC1(C)OB(C2=CC=CC=C2O)OC1(C)C,2,L3.85,5,10,dioxane/H2O,ClC1=CC(C(F)(F)F)=CN=C1/C=C/CCC,80,16,72,1,1
328,2.5,O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,385.2405646,218.5368649,240.1110795,240.1110795,0,0,0,21.5742147,0,0,84.57992612,396.5810812,0.5,[Rh(C2H4)2Cl]2,20.21646842,0,18.72206172,0,Lam,252.1296629,CC1(C)OB(C2=CC(C)=CC=C2O)OC1(C)C,4,L3.85,5,10,dioxane/H2O,ClC1=CC(C(F)(F)F)=CN=C1/C=C/CCC,100,16,62,1,1
329,4,O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,385.2405646,218.5368649,240.1110795,240.1110795,0,0,0,21.5742147,0,0,84.57992612,396.5810812,0.5,[Rh(C2H4)2Cl]2,18.13666273,0,18.00902347,0,Lam,234.8336777,CC1(C)OB(C2=CC=CC=C2O)OC1(C)C,4,L3.85,5,10,dioxane/H2O,ClC1=CC(C#N)=CN=C1/C=C/CCCCCC,100,16,56,1,1
330,3.5,O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,385.2405646,218.5368649,240.1110795,240.1110795,0,0,0,21.5742147,0,0,84.57992612,396.5810812,0.5,[Rh(C2H4)2Cl]2,17.13817676,0,29.17730978,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.85,1.25,3,dioxane/H2O,C[Si](C(C)(C)C)(C)OCCC/C=C/C1=CC=C([N+]([O-])=O)C=C1,80,1.5,88,1,1
331,6.5,O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,385.2405646,218.5368649,240.1110795,240.1110795,0,0,0,21.5742147,0,0,84.57992612,396.5810812,0.5,[Rh(C2H4)2Cl]2,20.02084097,0,18.36554259,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.85,2.5,6,dioxane/H2O,CCCC/C=C/C1=CC(C)=C([N+]([O-])=O)C=C1,80,1,79,1,1
332,3,O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,385.2405646,218.5368649,240.1110795,240.1110795,0,0,0,21.5742147,0,0,84.57992612,396.5810812,0.5,[Rh(C2H4)2Cl]2,17.13817676,0,18.58004591,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.85,2.5,6,dioxane/H2O,O=[N+](C1=CC=C(/C=C/CCC2=CC=CC=C2)C=C1)[O-],80,0.5,95,1,1
333,1,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,16.07246394,0,31.15753054,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.86,2.5,6,dioxane/H2O,C[Si](C)(C(C)(C)C)OCC/C=C/C1=NC=CC=N1,80,0.5,72,1,1
334,1.5,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,16.07246394,0,31.15753054,0,Lam,140.6915573,FC(C=C1)=CC=C1B(O)O,2.4,L3.86,2.5,6,dioxane/H2O,C[Si](C)(C(C)(C)C)OCC/C=C/C1=NC=CC=N1,80,0.5,65,1,1
335,3.5,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,14.67972665,0,19.22207626,0,Lam,210.513249,ClC1=CC(B(O)O)=CC=C1OC(C)C,2.4,L3.86,2.5,6,dioxane/H2O,C12=CC=CC=C1OC(/C=C/C3=CC=CC=C3)=N2,80,0.5,69,1,1
336,3.5,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,14.67972665,0,19.22207626,0,Lam,175.2785624,OB(C1=CC=C(C=CC=C2)C2=C1)O,2.4,L3.86,2.5,6,dioxane/H2O,C12=CC=CC=C1OC(/C=C/C3=CC=CC=C3)=N2,80,0.5,78,1,1
337,2.5,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,18.54060741,0,18.36554259,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.86,2.5,6,dioxane/H2O,CCCC/C=C/C1=NC2=CC=CC=C2C=C1,80,0.5,56,1,1
338,3.25,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,18.54060741,0,18.36554259,0,Lam,151.9199836,CC1=CC(B(O)O)=CC=C1,2.4,L3.86,2.5,6,dioxane/H2O,CCCC/C=C/C1=NC2=CC=CC=C2C=C1,80,0.5,71,1,1
339,5,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,20.98888397,0,18.58004591,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.86,2.5,6,dioxane/H2O,C12=CC=CC=C1N=CC(/C=C/CCC3=CC=CC=C3)=N2,80,0.5,80,1,1
340,2,O=C(N[C@@H]1[C@@H](N2C(C)=CC=C2C)CCCC1)C3=C[C@@H]4C(C)=C[C@H]3[C@@H](C(C)C)C4,0.36,0,0,-0.17,0,0,-0.15,1,380.2827638,216.3874908,237.9617055,237.9617055,0,0,0,21.5742147,0,0,84.57992612,394.4317072,0.5,[Rh(C2H4)2Cl]2,17.13817676,0,18.58004591,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.86,2.5,6,dioxane/H2O,O=[N+](C1=CC=C(/C=C/CCC2=CC=CC=C2)C=C1)[O-],80,0.5,35,1,1
341,15,O=C(N1CCOCC1)C2=C[C@@H]3C(C)=C[C@H]2[C@@H](C(C)C)C3,0.36,0,0,-0.17,0,0,-0.15,1,275.188529,104.3424522,125.9166669,125.9166669,0,0,0,21.5742147,0,0,84.57992612,282.3866686,0.5,[Rh(C2H4)2Cl]2,17.13817676,0,18.58004591,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.4,L3.87,2.5,6,dioxane/H2O,O=[N+](C1=CC=C(/C=C/CCC2=CC=CC=C2)C=C1)[O-],120,0.5,76,1,1
342,0.3,OC(C)(C)C1=C[C@@H]2C(C)=C[C@H]1[C@@H](C(C)C)C2,0,0,0,-0.17,0,0,-0.15,0,220.1827154,64.9564121,86.53062679,86.53062679,0,0,0,21.5742147,0,0,84.57992612,243.0006285,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,166.5795098,OB(/C=C/C1=CC=CC=C1)O,1.5,L3.74,1.5,3.3,dioxane/H2O,O=C1C=CCCC1,30,3,97,1,1
343,94,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,22.51198396,21.5742147,0,0,Lam,348.0319373,B1(C2=CC=CC=C2)OB(C3=CC=CC=C3)OB(C4=CC=CC=C4)O1,2,L3.1,1.5,3,dioxane,O=C1C=CCC1,50,1,88,0,0
344,97.66666667,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.1,1.5,3,dioxane,O=C1C=CCCC1,30,1,94,0,0
345,21,C=CCC1=C[C@]2(C=C[C@@H]1[C@@](C)(C2)OC)C,,0,,,-0.17,,-0.27,,204.1514153,,,,,,,,,,76.07416785,223.0681843,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.61,1.5,3.3,dioxane,O=C1C=CCCC1,25,1,93,0,0
346,2.5,C=CCC1=C[C@@]2(C)C(CC(C)C)=C[C@@H]1[C@](C)(OC)C2,,0,,,-0.17,,-0.27,,246.1983655,,,,,,,,,,76.07416785,274.95614,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.63,1.5,3.3,dioxane,O=C1C=CCCC1,25,1,87,0,0
347,9,CCCC1=C[C@@]2(C)C(C3=CC=CC=C3)=C[C@@H]1[C@](C)(OC)C2,,0,,,-0.17,,-0.27,,282.1983655,,,,,,,,,,76.07416785,298.3147188,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.65,1.5,3.3,dioxane,O=C1C=CCCC1,25,1,85,0,0
348,4.25,CC(C=C1C)=CC(C)=C1C2=C[C@@H]3C=C[C@@]2(C)C[C@]3(OC)C,,0,,,-0.17,,-0.27,,282.1983655,,,,,,,,,,76.07416785,298.3147188,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.55,1.5,3.3,dioxane,O=C1C=CCCC1,25,1,91,0,0
349,3.5,C/C(C)=C\C1=C[C@@]2(C)C(C3=CC=CC=C3)=C[C@@H]1[C@](C)(OC)C2,,0,,,-0.17,,-0.27,,294.1983655,,,,,,,,,,76.07416785,312.9742451,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.67,1.5,3.3,dioxane,O=C1C=CCCC1,25,1,63,0,0
350,6,C[C@]1(C[C@]2(OC)C)C=C(CC3=CC=CC=C3)[C@@H]2C=C1C4=CC=CC=C4,,0,,,-0.17,,-0.27,,330.1983655,,,,,,,,,,76.07416785,336.3328239,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.68,1.5,3.3,dioxane,O=C1C=CCCC1,25,1,91,0,0
351,98.75,CC1=C[C@H]2C(C(O)(C)C)=C[C@@H]1C[C@@H]2C(C)C,,0,,,0,,-0.15,,220.1827154,,,,,,,,,,84.57992612,243.0006285,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,1.5,L3.74,1.5,3.3,dioxane,O=C1C=CCCC1,95,1,95,0,0
352,97.75,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.1,1.5,3,dioxane/H2O,CC(/C=C/C(C)C)=O,30,3,81,0,0
353,95.25,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.1,1.5,3,dioxane/H2O,O=C1C=CCCCC1,50,1,81,0,0
354,97.5,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,22.51198396,0,18.15163112,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.1,1.5,3.3,dioxane/H2O,CC(/C=C/CCCCC)=O,30,1,84,0,0
355,95,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.1,2.5,5.5,dioxane/H2O,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,50,3,78,0,0
356,94.5,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.1,1.5,3.3,dioxane/H2O,O=C1C=CCCO1,30,3,44,0,0
357,95,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,22.10154133,0,18.72206172,0,Lam,348.0319373,C1(B2OB(C3=CC=CC=C3)OB(C4=CC=CC=C4)O2)=CC=CC=C1,2,L3.1,1.5,3,dioxane/H2O,O=C(/C=C/CCC)OC(C)C,50,1,73,0,0
358,85,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,,0,,,0,,0,,272.1565006,,,,,,,,,,20.25598522,279.4546413,1,[Rh(C2H4)2Cl]2,18.67357617,13.86399135,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.1,2.5,5.5,dioxane/H2O,O=C(N1C)C=CC1=O,50,3,89,0,0
359,98,OC(CC(C)C)(C1=C[C@H]2C=C[C@@H]1CC2)CC(C)C,,0,,,0,,0,,248.2140155,,,,,,,,,,32.69197045,277.5925989,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2,L3.19,0.25,0.55,MeOH,O=C1C=CCCC1,94,2,94,0,0
360,96.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.10,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,91,0,0
361,67,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,17.93806496,0,17.93806496,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.10,2.5,6,MeOH/CH2Cl2,COC(/C=C/C(OC)=O)=O,60,1,89,0,0
362,88.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,17.77754503,0,17.77754503,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.10,2.5,6,MeOH/CH2Cl2,CCOC(/C=C/C(OCC)=O)=O,60,1,99,0,0
363,98.725,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.10,0.5,1.2,MeOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,92,0,0
364,98.16666667,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,151.9199836,CC1=C(B(O)O)C=CC=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
365,98.33333333,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,170.1226604,OB(C1=C(C(F)(F)F)C=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,85,0,0
366,97.83333333,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,160.7102105,COC1=C(B(O)O)C=CC=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
367,98.25,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,160.5647539,OB(C1=CC([N+]([O-])=O)=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
368,98.75,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,149.8350664,ClC1=CC=CC(B(O)O)=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
369,98,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,203.8079392,CC(C)(C)C1=CC=C(B(O)O)C=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
370,99,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,207.2340739,OB(C1=CC=C(C2=CC=CC=C2)C=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
371,99,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,175.3697368,CC(C1=CC=C(B(O)O)C=C1)=O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
372,99.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,140.6915573,FC1=CC=C(B(O)O)C=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
373,98.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,146.7591162,FC1=CC=CC(F)=C1B(O)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,77,0,0
374,98.25,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,175.2785624,OB(C1=C2C(C=CC=C2)=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99,0,0
375,99,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,26.42553764,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.10,2.5,6,MeOH/CH2Cl2,O=C(/C=C\C(OC(C)(C)C)=O)OC(C)(C)C,60,1,83,0,0
376,97.5,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,23.95337594,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC1=C(C)C=CC=C1C)=O)OC(C)(C)C,60,1,74,0,0
377,75,C[C@@]1(C2(C)C)C(C3=CC=CC=C3)=C[C@H]2C(C4=CC=CC=C4)=C1,,-0.17,,,0,,-0.17,,286.1721507,,,,,,,,,,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.10,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,67,0,0
